season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2022,DET,DB,FS,5.0,ACT,DeShon Elliott,Armentae,Elliott,1997-04-21,73.0,210.0,Texas,00-0034277,3929846.0,83128a20-392f-4ca7-878e-689c6e6dfbfc,31160.0,12459.0,28854.0,ElliDe02,19960.0,5071.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iooegxhaoile1dkdezqg",SAFETY,18,REG,A01,DeShon,ELL279522,46259,3200454c-4c27-9522-d1e7-5cd70d5401d2,2018,2018.0,BAL,190.0
2022,HOU,DB,CB,1.0,ACT,Tremon Smith,Tremon,Smith,1996-07-20,71.0,190.0,Central Arkansas,00-0034278,3134448.0,aecd8785-d22b-43b4-bbff-76b7e4319ed6,31166.0,12994.0,28196.0,SmitTr04,20028.0,5328.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oxnblvntjctxognuq2h4",CB,18,REG,A01,Tremon,SMI764498,46265,3200534d-4976-4498-d780-e77149b5cc50,2018,2018.0,KC,196.0
2022,CHI,WR,WR,19.0,ACT,Equanimeous St. Brown,Equanimeous,St. Brown,1996-09-30,77.0,214.0,Notre Dame,00-0034279,3932442.0,0b97067d-9e06-4ec0-97b2-e1cb491e12a6,31177.0,12560.0,47967.0,St.BEq00,20398.0,5323.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/utyhdvj2rjwpnr4ppjly",WR,18,REG,A01,Equanimeous,STB563610,46276,32005354-4256-3610-e58a-b682f5824735,2018,2018.0,GB,207.0
2022,NYJ,OL,T,64.0,RES,Greg Senat,Greg,Senat,1994-09-08,78.0,305.0,Wagner,00-0034280,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/odf0ladiwabgcu40tyva",,18,REG,R05,Greg,SEN038161,46281,32005345-4e03-8161-455f-959805637012,2018,2018.0,BAL,212.0
2022,CAR,OL,C,56.0,ACT,Bradley Bozeman,Bradley,Bozeman,1994-11-24,77.0,317.0,Alabama,00-0034281,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/te7sj6xti8yds2j1dl4q",C,18,REG,A01,Bradley,BOZ167481,46284,3200424f-5a16-7481-3ce0-9b84ae6531f2,2018,2018.0,BAL,215.0
2022,MIN,DL,DT,78.0,CUT,Jullian Taylor,Jullian,Taylor,1995-01-30,77.0,280.0,Temple,00-0034283,3051320.0,2a97c476-70e9-479a-be0b-11ebaeee11d3,31193.0,13002.0,48684.0,TaylJu00,20045.0,5373.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ihtgfzwmq3ykhmaq5eg9",,1,REG,W03,Jullian,TAY453412,46292,32005441-5945-3412-9be2-5e2104e25f9d,2018,2018.0,SF,223.0
2022,MIA,DL,DT,92.0,ACT,Zach Sieler,Zach,Sieler,1995-09-07,78.0,290.0,Ferris State,00-0034285,3057956.0,c85c0efc-3391-4a8e-b8a4-370b32fd09ce,31208.0,13011.0,66917.0,SielZa00,20051.0,5297.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/arnd0jbeqqpvrva9ppq4",INTERIOR_LINE,19,WC,A01,Zach,SIE410345,46307,32005349-4541-0345-eb7d-f1c172042af8,2018,2018.0,BAL,238.0
2022,NYG,WR,WR,80.0,ACT,Richie James,Richard,James,1995-09-05,69.0,185.0,Middle Tennessee,00-0034286,3122899.0,4aae1781-1eec-48c0-b41f-e4fee61c3c32,31210.0,12579.0,28991.0,JameRi00,20077.0,5137.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iuxz1y4skvu6cqcqjhag",SLOT_WR,20,DIV,A01,Richie,JAM471122,46309,32004a41-4d47-1122-e8e0-40adb3dc1b8e,2018,2018.0,SF,240.0
2022,LAC,OL,G,67.0,CUT,Ryan Hunter,Ryan,Hunter,1995-04-01,75.0,316.0,Bowling Green,00-0034289,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gawagkmgalvjiefnvtwr",,1,REG,W03,Ryan,HUN800191,46514,32004855-4e80-0191-5230-6c851ba06447,2018,2018.0,,
2022,JAX,OL,C,67.0,DEV,James Murray,James,Murray,1995-05-05,77.0,305.0,Holy Cross,00-0034295,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cpipevl0gipudcakzihg",,20,DIV,P01,James,MUR636227,46520,32004d55-5263-6227-adcf-f99943601d7d,2018,2018.0,,
2022,ARI,LB,ILB,56.0,ACT,Ben Niemann,Ben,Niemann,1995-07-27,74.0,233.0,Iowa,00-0034296,3140643.0,46689e7b-4a03-463b-9978-1496ab89313e,31495.0,13179.0,51099.0,,20498.0,5576.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zlvgnngl538kdwbookzh",MLB,18,REG,A01,Ben,NIE532722,46521,32004e49-4553-2722-fab8-3ca630337d0f,2018,2018.0,,
2022,CHI,WR,WR,13.0,ACT,Byron Pringle,Byron,Pringle,1993-11-17,73.0,205.0,Kansas State,00-0034297,4036416.0,9e55ec9a-ce18-4b4b-b69f-e2d82c219846,31496.0,12504.0,42345.0,PrinBy00,20150.0,5199.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qgwipkdsunodvqlumsmp",WR,18,REG,A01,Byron,PRI547217,46522,32005052-4954-7217-e0dd-54f84f919c3a,2018,2018.0,,
2022,ARI,RB,RB,24.0,RES,Darrel Williams,Darrel,Williams,1995-04-15,71.0,224.0,Louisiana State,00-0034301,3115375.0,c2a19a09-74a2-4ace-8cc3-6dfb65070a70,31500.0,12839.0,13014.0,WillDa10,20500.0,5549.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qloiwle7db59cznhqhub",,18,REG,R01,Darrel,WIL207361,46526,32005749-4c20-7361-9bac-e63ffb6793a8,2018,2018.0,,
2022,CAR,LB,OLB,49.0,ACT,Frankie Luvu,Frankie,Luvu,1996-09-19,75.0,235.0,Washington State,00-0034302,3127273.0,717ebb17-f54f-4052-b9fb-af641a25ebe2,31503.0,13159.0,51028.0,,20411.0,5580.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlw2flrrtn4mtmtfwuts",EDGE,18,REG,A01,Frankie,LUV652601,46527,32004c55-5665-2601-f81e-ce1ca7ecd501,2018,2018.0,,
2022,HOU,WR,WR,12.0,CUT,Chad Beebe,Chad,Beebe,1994-06-01,70.0,185.0,Northern Illinois,00-0034309,3047968.0,50eb4454-71bf-4012-a216-2fc9770ffd86,31508.0,13164.0,21528.0,BeebCh00,20582.0,5570.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dd7cmld2lqxgqnizif4p",,1,REG,A01,Chad,BEE063507,46534,32004245-4506-3507-3cdc-cbfa5831d6ca,2018,2018.0,,
2022,NYJ,DB,CB,31.0,DEV,Craig James,Craig,James,1996-04-29,70.0,195.0,Southern Illinois,00-0034310,3116058.0,cd340b59-3ee0-4829-8d08-be8744f670a6,31509.0,13181.0,26360.0,,20584.0,5583.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kwidljfdvraq6enhq4tg",,18,REG,P07,Craig,JAM150892,46535,32004a41-4d15-0892-6a63-15a24681fe2a,2018,2018.0,,
2022,CLE,RB,FB,40.0,CUT,Johnny Stanton,Johnny,Stanton,1994-09-07,74.0,245.0,Nevada-Las Vegas,00-0034311,3040499.0,85e3651c-cde0-48ed-a5ea-93477a1fe99b,31510.0,13182.0,46441.0,,20581.0,5569.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fick0qg9xwij9svv1rxk",,1,REG,W03,Johnny,STA490372,46536,32005354-4149-0372-c1c8-dc93497449d9,2018,2018.0,,
2022,NO,WR,WR,18.0,ACT,Keith Kirkwood,Keith,Kirkwood,1994-12-26,75.0,210.0,Temple,00-0034317,3046401.0,430446f6-a74c-496b-8f49-4464e7d8149d,31517.0,13019.0,48017.0,,20071.0,5134.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jp9wxr5wkuk1wdnc5xrf",SLOT_WR,18,REG,A01,Keith,KIR706709,46542,32004b49-5270-6709-e40c-831dd997b87c,2018,2018.0,,
2022,NYG,DL,DT,96.0,INA,Henry Mondeaux,Henry,Mondeaux,1995-09-19,76.0,280.0,Oregon,00-0034318,3122690.0,d7f79a32-6a28-4e14-bedf-6186dec771e6,31518.0,13390.0,48889.0,,20520.0,5572.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q3rayvoroob4gbrp6kn0",,20,DIV,A01,Henry,MON124315,46543,32004d4f-4e12-4315-8239-df161e51aac9,2018,2018.0,,
2022,ARI,TE,TE,81.0,CUT,Deon Yelder,Deon,Yelder,1995-03-06,76.0,255.0,Western Kentucky,00-0034319,3059766.0,cad43704-4231-4a72-b616-c66642103452,31519.0,13022.0,29556.0,,20332.0,5277.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xqve4sypzeskek4dwzjr",,1,REG,A01,Deon,YEL046686,46544,32005945-4c04-6686-b6e5-55cf4fb5878b,2018,2018.0,,
2022,NO,DL,DT,91.0,ACT,Kentavius Street,Kentavius,Street,1996-05-08,74.0,287.0,North Carolina State,00-0034320,3116726.0,eb864600-7562-491a-b7a7-9eb3068dba06,31098.0,12752.0,48404.0,StreKe00,19952.0,5371.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pzmjdfwkjipemh23eonz",INTERIOR_LINE,18,REG,A01,Kentavius,STR306064,46197,32005354-5230-6064-3bc7-b37603571d6f,2018,2018.0,SF,128.0
2022,HOU,DL,DT,90.0,RES,Taylor Stallworth,Taylor,Stallworth,1995-08-18,74.0,305.0,South Carolina,00-0034325,3126489.0,4ab9df5a-3e40-4402-9f68-bbc659a94784,31526.0,13170.0,48935.0,,20169.0,5191.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a6dqlhereg6icoqzcdlb",,18,REG,R01,Taylor,STA306360,46618,32005354-4130-6360-1912-87dc8f280be6,2018,2018.0,,
2022,WAS,DL,DT,94.0,ACT,Daron Payne,Daron,Payne,1997-05-27,75.0,320.0,Alabama,00-0034333,3925354.0,0a1be8da-5839-4768-bfe5-9fec74908268,30983.0,12618.0,48698.0,PaynDa00,19841.0,4976.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vxrbsde7ynj9mahsxfcs",INTERIOR_LINE,18,REG,A01,Daron,PAY281222,46082,32005041-5928-1222-6afa-41ec925627a4,2018,2018.0,WAS,13.0
2022,WAS,DB,FS,30.0,ACT,Troy Apke,Troy,Apke,1995-04-11,73.0,206.0,Penn State,00-0034334,3116152.0,d187953e-102f-4f78-b840-79fb385fa15a,31079.0,12914.0,49260.0,ApkeTr00,19955.0,5365.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mgiu0fuqovwjxrxdcgiq",,18,REG,A01,Troy,APK428041,46178,32004150-4b42-8041-da28-445985797da1,2018,2018.0,WAS,109.0
2022,PIT,LB,ILB,27.0,RES,Marcus Allen,Marcus,Allen,1996-08-07,74.0,215.0,Penn State,00-0034335,3116149.0,c1ea7946-fb7a-4a5b-9ed1-c58caf7f8faf,31118.0,12768.0,49263.0,AlleMa03,19997.0,5360.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vvpy4ouo24iqozvyp4rc",,18,REG,R01,Marcus,ALL596350,46217,3200414c-4c59-6350-251b-fe96500f294e,2018,2018.0,PIT,148.0
2022,DET,LB,ILB,50.0,CUT,Shaun Dion Hamilton,Shaun Dion,Hamilton,1995-09-11,72.0,235.0,Alabama,00-0034336,3115310.0,37476573-91a5-454f-a849-baf46c293940,31167.0,12907.0,49706.0,DionSh00,20003.0,5367.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yr3jfevbnetvxgebpn2n",,1,REG,A01,Shaun Dion,HAM345530,46266,32004841-4d34-5530-b47f-594299cb7fb9,2018,2018.0,WAS,197.0
2022,CHI,DB,CB,27.0,ACT,Greg Stroman,Gregory,Stroman,1996-03-08,72.0,181.0,Virginia Tech,00-0034337,3124086.0,4296dd5b-261c-4c64-b1e2-e2afcda719c5,31211.0,12751.0,49354.0,StroGr00,20080.0,5368.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tmdbrz4w6xaz25xzxg66",CB,18,REG,A01,Greg,STR594753,46310,32005354-5259-4753-cde7-9099420754cf,2018,2018.0,WAS,241.0
2022,DEN,WR,WR,16.0,CUT,Trey Quinn,David,Quinn,1995-12-07,72.0,202.0,Southern Methodist,00-0034339,3115365.0,35341f6c-bca9-427b-a8eb-f9a24a334184,31226.0,12493.0,38276.0,QuinTr00,20079.0,5139.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otk5n6zdjgnkygtu4n1e",,1,REG,A01,Trey,QUI729117,46325,32005155-4972-9117-2267-ebb16141b054,2018,2018.0,WAS,256.0
2022,IND,OL,G,56.0,ACT,Quenton Nelson,Quenton,Nelson,1996-03-19,77.0,330.0,Notre Dame,00-0034342,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wglb1ud6tmouiwthvxif",G,18,REG,A01,Quenton,NEL600785,46075,32004e45-4c60-0785-9864-886959a28ac6,2018,2018.0,IND,6.0
2022,MIN,QB,QB,19.0,DEV,Josh Rosen,Joshua,Rosen,1997-02-10,76.0,226.0,UCLA,00-0034343,3886377.0,5c079a21-ae9e-4b38-a69a-47706fa8dd67,30980.0,12489.0,35460.0,RoseJo01,19763.0,4863.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nqycxzi8tkcyauk55mj8",,19,WC,P07,Josh,ROS357433,46079,3200524f-5335-7433-3207-a02a4e884405,2018,2018.0,ARI,10.0
2022,NO,DL,DE,92.0,ACT,Marcus Davenport,Marcus,Davenport,1996-09-04,78.0,265.0,Texas-San Antonio,00-0034344,3124058.0,9c2c9c29-516a-4e0f-8dcd-319291823370,30984.0,12863.0,50291.0,DaveMa00,19835.0,4965.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/couws2decyxrvy0dlbjk",EDGE,18,REG,A01,Marcus,DAV004893,46083,32004441-5600-4893-5029-0862a4795062,2018,2018.0,NO,14.0
2022,DET,OL,C,77.0,ACT,Frank Ragnow,Frank,Ragnow,1996-05-17,77.0,311.0,Arkansas,00-0034345,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fcofpdz8wnuogpcxhcfs",C,18,REG,A01,Frank,RAG316161,46089,32005241-4731-6161-869a-6a328cc4c8b3,2018,2018.0,DET,20.0
2022,ARI,OL,G,76.0,ACT,Will Hernandez,William,Hernandez,1995-09-02,74.0,327.0,Texas-El Paso,00-0034346,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nvdivaddwwvvzayg8muj",G,18,REG,A01,Will,HER365408,46103,32004845-5236-5408-7dc7-59455fdc2c9d,2018,2018.0,NYG,34.0
2022,PIT,OL,G,78.0,ACT,James Daniels,James,Daniels,1997-09-13,76.0,305.0,Iowa,00-0034347,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vaqaalidnxvxh58iexq5",G,18,REG,A01,James,DAN559931,46108,32004441-4e55-9931-e8d6-d8558958d2cc,2018,2018.0,CHI,39.0
2022,DEN,WR,WR,14.0,ACT,Courtland Sutton,Courtland,Sutton,1995-10-10,76.0,216.0,Southern Methodist,00-0034348,3128429.0,b55ae5ba-593f-4560-9cab-14e10698e01d,31010.0,12586.0,48164.0,SuttCo00,19800.0,5045.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wgjxc2paepihkvl4u9a3",WR,18,REG,A01,Courtland,SUT333526,46109,32005355-5433-3526-b2bf-88d6b83781c0,2018,2018.0,DEN,40.0
2022,SEA,LB,OLB,10.0,ACT,Uchenna Nwosu,Uchenna,Nwosu,1996-12-28,74.0,251.0,Southern California,00-0034350,3120358.0,40941261-cfd0-4e8d-b895-21fb7e20b407,31018.0,12844.0,50084.0,NwosUc00,19859.0,5061.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kdzvp9vt0ac8lptwvvqd",EDGE,19,WC,A01,Uchenna,NWO593274,46117,32004e57-4f59-3274-851b-d601b6909b91,2018,2018.0,LAC,48.0
2022,PHI,TE,TE,88.0,ACT,Dallas Goedert,Dallas,Goedert,1995-01-03,77.0,256.0,South Dakota State,00-0034351,3121023.0,e8029983-87cf-49a2-bc04-04c8233a0630,31019.0,12860.0,47272.0,GoedDa00,19863.0,5022.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcjzrphflquehexgcz14",TE,22,SB,A01,Dallas,GOE595520,46118,3200474f-4559-5520-b7af-5e002aedafbb,2018,2018.0,PHI,49.0
2022,MIA,OL,G,58.0,ACT,Connor Williams,Connor,Williams,1997-05-12,77.0,298.0,Texas,00-0034352,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vsykugap6yjkzub31y0o",C,19,WC,A01,Connor,WIL204393,46119,32005749-4c20-4393-9715-dea42eb24dc6,2018,2018.0,DAL,50.0
2022,PIT,WR,WR,17.0,RES,Anthony Miller,Anthony,Miller,1994-10-09,71.0,199.0,Memphis,00-0034353,3050487.0,bfaedf99-7618-4925-b362-90415c22a3b6,31021.0,12763.0,48160.0,MillAn02,19864.0,5013.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t7d2vuwwmbpasriplvg6",,18,REG,R01,Anthony,MIL140090,46120,32004d49-4c14-0090-2d8a-386614adf145,2018,2018.0,CHI,51.0
2022,SF,DL,DE,53.0,DEV,Kemoko Turay,Kemoko,Turay,1995-07-11,77.0,248.0,Rutgers,00-0034354,3047512.0,d22c6b00-da97-4ccf-ae49-f06405fccc3e,31022.0,12799.0,21702.0,TuraKe00,19879.0,5058.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zxutsh3ix53bwyfe5go5",,21,CON,P07,Kemoko,TUR012037,46121,32005455-5201-2037-a567-d712db2228ee,2018,2018.0,IND,52.0
2022,HOU,DB,SS,29.0,ACT,M.J. Stewart,Marvin,Stewart,1995-09-16,71.0,205.0,North Carolina,00-0034355,3116679.0,3d405d21-bfdd-4495-afe3-9e96d1972ee2,31023.0,12836.0,49397.0,StewM.00,19893.0,5055.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pnkq1w3v797oefeqynfa",SAFETY,18,REG,A01,M.J.,STE793185,46122,32005354-4579-3185-bafc-4068f0954905,2018,2018.0,TB,53.0
2022,CAR,DB,CB,26.0,RES,Donte Jackson,Donte,Jackson,1995-11-08,70.0,180.0,Louisiana State,00-0034356,3843769.0,9dc1308a-5cf2-45c1-b5ad-fc64fff3e94f,31025.0,12610.0,49377.0,JackDo02,19870.0,5051.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tgt2a480yrdmxxo1fcly",,18,REG,R01,Donte,JAC136548,46124,32004a41-4313-6548-d4ba-65e7b5a50e73,2018,2018.0,CAR,55.0
2022,ATL,DB,CB,26.0,ACT,Isaiah Oliver,Muhammad,Oliver,1996-09-30,72.0,210.0,Colorado,00-0034357,3915437.0,83d45661-2687-4ca9-ac45-91beac7b7082,31028.0,12581.0,50393.0,OlivIs00,19868.0,5044.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vgsfo5soy8glsfeqtgyc",SLOT_CB,18,REG,A01,Isaiah,OLI431868,46127,32004f4c-4943-1868-2a28-1ad3327a3b81,2018,2018.0,ATL,58.0
2022,IND,DL,DE,94.0,RES,Tyquan Lewis,Tyquan,Lewis,1995-01-30,75.0,277.0,Ohio State,00-0034359,3040513.0,7b06a505-ea09-4f2a-adad-f0f1c9b3ebc9,31034.0,12800.0,48475.0,LewiTy00,19878.0,5057.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dxx18ffc15ngk5rkrdzn",,18,REG,R01,Tyquan,LEW752680,46133,32004c45-5775-2680-9291-8a7386cdabac,2018,2018.0,IND,64.0
2022,ATL,LB,OLB,9.0,ACT,Lorenzo Carter,Lorenzo,Carter,1995-12-10,77.0,250.0,Georgia,00-0034360,3128715.0,074acf5e-748f-4d42-9875-0090f1480bec,31036.0,12921.0,50126.0,CartLo01,19886.0,5021.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vh77qrcia0cjoosw5ain",EDGE,18,REG,A01,Lorenzo,CAR716453,46135,32004341-5271-6453-cb38-15008924edd1,2018,2018.0,NYG,66.0
2022,KC,DB,SS,20.0,ACT,Justin Reid,Justin,Reid,1997-02-15,73.0,204.0,Stanford,00-0034361,3931399.0,bb9db665-7f9f-425d-9e4b-df78c65c8b97,31038.0,12606.0,49048.0,ReidJu00,19866.0,5036.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ffetzotid8url2ek7hdu",SAFETY,22,SB,A01,Justin,REI306723,46137,32005245-4930-6723-c46f-03dda7532acd,2018,2018.0,HOU,68.0
2022,TB,DL,DT,95.0,ACT,Deadrin Senat,Deadrin,Senat,1994-07-22,73.0,305.0,South Florida,00-0034363,3051376.0,6524f633-b8dd-439d-82df-cd4f9f07ad29,31060.0,12754.0,48815.0,SenaDe00,19899.0,5042.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k9qe9xiwsb7yjso8owoh",INTERIOR_LINE,19,WC,A01,Deadrin,SEN026161,46159,32005345-4e02-6161-4539-7b1cd8782519,2018,2018.0,ATL,90.0
2022,HOU,TE,TE,88.0,ACT,Jordan Akins,Jordan,Akins,1992-04-19,76.0,243.0,Central Florida,00-0034364,3128452.0,0cb5a32a-a340-4671-ba2a-93f5fa6aee8d,31068.0,12568.0,47050.0,AkinJo00,19903.0,5032.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jewjor3rbkrnwksetwf0",TE,18,REG,A01,Jordan,AKI501776,46167,3200414b-4950-1776-ed8f-713681e78d61,2018,2018.0,HOU,98.0
2022,CAR,TE,TE,80.0,ACT,Ian Thomas,Ian,Thomas,1996-06-06,76.0,260.0,Indiana,00-0034365,4045305.0,ed8a8fd2-df67-45e7-a34f-984afb82f6ea,31071.0,12858.0,42130.0,ThomIa00,19910.0,4995.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cvlsjahsqootxcs6qytq",TE,18,REG,A01,Ian,THO197015,46170,32005448-4f19-7015-e78d-8df0c5551bf1,2018,2018.0,CAR,101.0
2022,IND,WR,WR,15.0,ACT,Keke Coutee,Key'vantanie,Coutee,1997-01-14,71.0,180.0,Texas Tech,00-0034366,3915823.0,40caae08-0389-4c59-b796-d924047f57f9,31073.0,12484.0,47698.0,CoutKe00,19937.0,5007.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b63h388y8kzvntk6tuqx",,18,REG,A01,Keke,COU751041,46172,3200434f-5575-1041-42e7-23072fa2ee4f,2018,2018.0,HOU,103.0
2022,BUF,RB,RB,20.0,ACT,Nyheim Hines,Nyheim,Hines,1996-11-12,69.0,198.0,North Carolina State,00-0034367,3916430.0,ed5bcd2c-6335-4c0b-93b7-2116684a9b02,31074.0,12630.0,48103.0,HineNy00,19912.0,5347.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lpyshlxwaum0ezoshadf",RB,20,DIV,A01,Nyheim,HIN226970,46173,32004849-4e22-6970-73da-06472dd4984b,2018,2018.0,IND,104.0
2022,DEN,LB,ILB,47.0,ACT,Josey Jewell,Josey,Jewell,1994-12-25,74.0,236.0,Iowa,00-0034368,3040150.0,a473e7a2-8f31-43ad-b87f-c39e6635f1b0,31076.0,12968.0,50720.0,JeweJo00,19933.0,5334.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ldalpaqpyoscophqrqg9",MLB,18,REG,A01,Josey,JEW390541,46175,32004a45-5739-0541-bd5f-e9c6e6d49260,2018,2018.0,DEN,106.0
2022,MIA,WR,WR,87.0,DEV,DaeSean Hamilton,DaeSean,Hamilton,1995-03-10,73.0,206.0,Penn State,00-0034370,3057987.0,ccd5239f-e8ba-484c-acf5-af0bd9f6dadc,31083.0,12654.0,45416.0,HamiDa01,19916.0,4998.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/thfspx6c8befeosbsj1b",,17,REG,P07,DaeSean,HAM200565,46182,32004841-4d20-0565-a51e-2028f6290d41,2018,2018.0,DEN,113.0
2022,TEN,DL,DE,94.0,RES,Da'Shawn Hand,Da'Shawn,Hand,1995-11-14,75.0,297.0,Alabama,00-0034371,3126352.0,e4114f9d-80da-4e39-bd12-cd9cf2c0d720,31084.0,12821.0,48386.0,HandDa00,19934.0,5351.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sp7wnujii8u8ad0pbbts",,18,REG,R01,Da'Shawn,HAN083056,46183,32004841-4e08-3056-e4d2-1b26ded29329,2018,2018.0,DET,114.0
2022,CAR,LB,ILB,52.0,ACT,Joel Iyiegbuniwe,Joel,Iyiegbuniwe,1995-10-12,73.0,226.0,Western Kentucky,00-0034372,3124779.0,ea59d8de-e3df-4a7b-9778-7d6dc4892fc3,31085.0,12640.0,51221.0,IyieJo00,19931.0,5303.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ntka1bl777aoiw6qx4oh",,18,REG,A01,Joel,IYI177981,46184,32004959-4917-7981-8e68-457ec1321cb4,2018,2018.0,CHI,115.0
2022,DAL,DL,DE,92.0,ACT,Dorance Armstrong,Dorance,Armstrong,1997-06-10,76.0,255.0,Kansas,00-0034373,3928979.0,a28daf84-6354-49e6-a047-1bc549997f29,31086.0,12548.0,48557.0,ArmsDo00,19932.0,5330.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vj5wtzutltpvw4djytq0",EDGE,20,DIV,A01,Dorance,ARM218905,46185,32004152-4d21-8905-faaa-3f4d94307d60,2018,2018.0,DAL,116.0
2022,NYJ,DB,SS,3.0,ACT,Jordan Whitehead,Jordan,Whitehead,1997-03-18,70.0,198.0,Pittsburgh,00-0034374,3895798.0,4deb42ec-bece-4b00-b697-3caeff8c1997,31087.0,12641.0,49196.0,WhitJo03,19954.0,5375.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/urs4ll5zutkxcyan6jp3",SAFETY,18,REG,A01,Jordan,WHI622731,46186,32005748-4962-2731-1d92-ce80d512db34,2018,2018.0,TB,117.0
2022,PHI,LB,ILB,43.0,ACT,Kyzir White,Kyzir,White,1996-03-24,74.0,216.0,West Virginia,00-0034375,4039254.0,c6303f3b-9c18-4afe-b0bf-d8270ca9db21,31089.0,12787.0,44485.0,WhitKy00,19940.0,5348.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rkiv2zet3rmvuy6nftxb",MLB,22,SB,A01,Kyzir,WHI315792,46188,32005748-4931-5792-e58b-62a006e6dd4e,2018,2018.0,LAC,119.0
2022,BUF,DB,CB,7.0,ACT,Taron Johnson,Taron,Johnson,1996-07-27,71.0,192.0,Weber State,00-0034376,3121003.0,3443dde2-23bc-4dba-b499-069d501a59cf,31091.0,12784.0,49511.0,JohnTa01,19928.0,5341.0,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/erdbsstseuhtlou6dxjx",SLOT_CB,20,DIV,A01,Taron,JOH676640,46190,32004a4f-4867-6640-28d3-66932da34fe2,2018,2018.0,BUF,121.0
